REGION,TECHNOLOGY,TIMESLICE,YEAR,value
Cuba,PWRBIO02,412,2025,0.0
Cuba,PWRBIO02,412,2026,0.0
Cuba,PWRBIO02,412,2027,0.0
Cuba,PWRBIO02,412,2028,0.0
Cuba,PWRBIO02,412,2029,0.0
Cuba,PWRBIO02,412,2030,0.0
Cuba,PWRBIO02,412,2031,0.0
Cuba,PWRBIO02,412,2032,0.0
Cuba,PWRBIO02,412,2033,0.0
Cuba,PWRBIO02,412,2034,0.0
Cuba,PWRBIO02,412,2035,0.0
Cuba,PWRBIO02,412,2036,0.0
Cuba,PWRBIO02,412,2037,0.0
Cuba,PWRBIO02,412,2038,0.0
Cuba,PWRBIO02,412,2039,0.0
Cuba,PWRBIO02,412,2040,0.0
Cuba,PWRBIO02,412,2041,0.0
Cuba,PWRBIO02,412,2042,0.0
Cuba,PWRBIO02,412,2043,0.0
Cuba,PWRBIO02,412,2044,0.0
Cuba,PWRBIO02,412,2045,0.0
Cuba,PWRBIO02,412,2046,0.0
Cuba,PWRBIO02,412,2047,0.0
Cuba,PWRBIO02,412,2048,0.0
Cuba,PWRBIO02,412,2049,0.0
Cuba,PWRBIO02,412,2050,0.0
Cuba,PWRBIO02,412,2051,0.0
Cuba,PWRBIO02,412,2052,0.0
Cuba,PWRBIO02,412,2053,0.0
Cuba,PWRBIO02,412,2054,0.0
Cuba,PWRBIO02,412,2055,0.0
Cuba,PWRBIO02,413,2019,0.0
Cuba,PWRBIO02,413,2020,0.0
Cuba,PWRBIO02,413,2021,0.0
Cuba,PWRBIO02,413,2022,0.0
Cuba,PWRBIO02,413,2023,0.0
Cuba,PWRBIO02,413,2024,0.0
Cuba,PWRBIO02,413,2025,0.0
Cuba,PWRBIO02,413,2026,0.0
Cuba,PWRBIO02,413,2027,0.0
Cuba,PWRBIO02,413,2028,0.0
Cuba,PWRBIO02,413,2029,0.0
Cuba,PWRBIO02,413,2030,0.0
Cuba,PWRBIO02,413,2031,0.0
Cuba,PWRBIO02,413,2032,0.0
Cuba,PWRBIO02,413,2033,0.0
Cuba,PWRBIO02,413,2034,0.0
Cuba,PWRBIO02,413,2035,0.0
Cuba,PWRBIO02,413,2036,0.0
Cuba,PWRBIO02,413,2037,0.0
Cuba,PWRBIO02,413,2038,0.0
Cuba,PWRBIO02,413,2039,0.0
Cuba,PWRBIO02,413,2040,0.0
Cuba,PWRBIO02,413,2041,0.0
Cuba,PWRBIO02,413,2042,0.0
Cuba,PWRBIO02,413,2043,0.0
Cuba,PWRBIO02,413,2044,0.0
Cuba,PWRBIO02,413,2045,0.0
Cuba,PWRBIO02,413,2046,0.0
Cuba,PWRBIO02,413,2047,0.0
Cuba,PWRBIO02,413,2048,0.0
Cuba,PWRBIO02,413,2049,0.0
Cuba,PWRBIO02,413,2050,0.0
Cuba,PWRBIO02,413,2051,0.0
Cuba,PWRBIO02,413,2052,0.0
Cuba,PWRBIO02,413,2053,0.0
Cuba,PWRBIO02,413,2054,0.0
Cuba,PWRBIO02,413,2055,0.0
Cuba,PWRBIO02,414,2019,0.0
Cuba,PWRBIO02,414,2020,0.0
Cuba,PWRBIO02,414,2021,0.0
Cuba,PWRBIO02,414,2022,0.0
Cuba,PWRBIO02,414,2023,0.0
Cuba,PWRBIO02,414,2024,0.0
Cuba,PWRBIO02,414,2025,0.0
Cuba,PWRBIO02,414,2026,0.0
Cuba,PWRBIO02,414,2027,0.0
Cuba,PWRBIO02,414,2028,0.0
Cuba,PWRBIO02,414,2029,0.0
Cuba,PWRBIO02,414,2030,0.0
Cuba,PWRBIO02,414,2031,0.0
Cuba,PWRBIO02,414,2032,0.0
Cuba,PWRBIO02,414,2033,0.0
Cuba,PWRBIO02,414,2034,0.0
Cuba,PWRBIO02,414,2035,0.0
Cuba,PWRBIO02,414,2036,0.0
Cuba,PWRBIO02,414,2037,0.0
Cuba,PWRBIO02,414,2038,0.0
Cuba,PWRBIO02,414,2039,0.0
Cuba,PWRBIO02,414,2040,0.0
Cuba,PWRBIO02,414,2041,0.0
Cuba,PWRBIO02,414,2042,0.0
Cuba,PWRBIO02,414,2043,0.0
Cuba,PWRBIO02,414,2044,0.0
Cuba,PWRBIO02,414,2045,0.0
Cuba,PWRBIO02,414,2046,0.0
Cuba,PWRBIO02,414,2047,0.0
Cuba,PWRBIO02,414,2048,0.0
Cuba,PWRBIO02,414,2049,0.0
Cuba,PWRBIO02,414,2050,0.0
Cuba,PWRBIO02,414,2051,0.0
Cuba,PWRBIO02,414,2052,0.0
Cuba,PWRBIO02,414,2053,0.0
Cuba,PWRBIO02,414,2054,0.0
Cuba,PWRBIO02,414,2055,0.0
Cuba,PWRBIO02,415,2019,0.0
Cuba,PWRBIO02,415,2020,0.0
Cuba,PWRBIO02,415,2021,0.0
Cuba,PWRBIO02,415,2022,0.0
Cuba,PWRBIO02,415,2023,0.0
Cuba,PWRBIO02,415,2024,0.0
Cuba,PWRBIO02,415,2025,0.0
Cuba,PWRBIO02,415,2026,0.0
Cuba,PWRBIO02,415,2027,0.0
Cuba,PWRBIO02,415,2028,0.0
Cuba,PWRBIO02,415,2029,0.0
Cuba,PWRBIO02,415,2030,0.0
Cuba,PWRBIO02,415,2031,0.0
Cuba,PWRBIO02,415,2032,0.0
Cuba,PWRBIO02,415,2033,0.0
Cuba,PWRBIO02,415,2034,0.0
Cuba,PWRBIO02,415,2035,0.0
Cuba,PWRBIO02,415,2036,0.0
Cuba,PWRBIO02,415,2037,0.0
Cuba,PWRBIO02,415,2038,0.0
Cuba,PWRBIO02,415,2039,0.0
Cuba,PWRBIO02,415,2040,0.0
Cuba,PWRBIO02,415,2041,0.0
Cuba,PWRBIO02,415,2042,0.0
Cuba,PWRBIO02,415,2043,0.0
Cuba,PWRBIO02,415,2044,0.0
Cuba,PWRBIO02,415,2045,0.0
Cuba,PWRBIO02,415,2046,0.0
Cuba,PWRBIO02,415,2047,0.0
Cuba,PWRBIO02,415,2048,0.0
Cuba,PWRBIO02,415,2049,0.0
Cuba,PWRBIO02,415,2050,0.0
Cuba,PWRBIO02,415,2051,0.0
Cuba,PWRBIO02,415,2052,0.0
Cuba,PWRBIO02,415,2053,0.0
Cuba,PWRBIO02,415,2054,0.0
Cuba,PWRBIO02,415,2055,0.0
Cuba,PWRBIO02,416,2019,0.0
Cuba,PWRBIO02,416,2020,0.0
Cuba,PWRBIO02,416,2021,0.0
Cuba,PWRBIO02,416,2022,0.0
Cuba,PWRBIO02,416,2023,0.0
Cuba,PWRBIO02,416,2024,0.0
Cuba,PWRBIO02,416,2025,0.0
Cuba,PWRBIO02,416,2026,0.0
Cuba,PWRBIO02,416,2027,0.0
Cuba,PWRBIO02,416,2028,0.0
Cuba,PWRBIO02,416,2029,0.0
Cuba,PWRBIO02,416,2030,0.0
Cuba,PWRBIO02,416,2031,0.0
Cuba,PWRBIO02,416,2032,0.0
Cuba,PWRBIO02,416,2033,0.0
Cuba,PWRBIO02,416,2034,0.0
Cuba,PWRBIO02,416,2035,0.0
Cuba,PWRBIO02,416,2036,0.0
Cuba,PWRBIO02,416,2037,0.0
Cuba,PWRBIO02,416,2038,0.0
Cuba,PWRBIO02,416,2039,0.0
Cuba,PWRBIO02,416,2040,0.0
Cuba,PWRBIO02,416,2041,0.0
Cuba,PWRBIO02,416,2042,0.0
Cuba,PWRBIO02,416,2043,0.0
Cuba,PWRBIO02,416,2044,0.0
Cuba,PWRBIO02,416,2045,0.0
Cuba,PWRBIO02,416,2046,0.0
Cuba,PWRBIO02,416,2047,0.0
Cuba,PWRBIO02,416,2048,0.0
Cuba,PWRBIO02,416,2049,0.0
Cuba,PWRBIO02,416,2050,0.0
Cuba,PWRBIO02,416,2051,0.0
Cuba,PWRBIO02,416,2052,0.0
Cuba,PWRBIO02,416,2053,0.0
Cuba,PWRBIO02,416,2054,0.0
Cuba,PWRBIO02,416,2055,0.0
Cuba,PWRBIO02,417,2019,0.0
Cuba,PWRBIO02,417,2020,0.0
Cuba,PWRBIO02,417,2021,0.0
Cuba,PWRBIO02,417,2022,0.0
Cuba,PWRBIO02,417,2023,0.0
Cuba,PWRBIO02,417,2024,0.0
Cuba,PWRBIO02,417,2025,0.0
Cuba,PWRBIO02,417,2026,0.0
Cuba,PWRBIO02,417,2027,0.0
Cuba,PWRBIO02,417,2028,0.0
Cuba,PWRBIO02,417,2029,0.0
Cuba,PWRBIO02,417,2030,0.0
Cuba,PWRBIO02,417,2031,0.0
Cuba,PWRBIO02,417,2032,0.0
Cuba,PWRBIO02,417,2033,0.0
Cuba,PWRBIO02,417,2034,0.0
Cuba,PWRBIO02,417,2035,0.0
Cuba,PWRBIO02,417,2036,0.0
Cuba,PWRBIO02,417,2037,0.0
Cuba,PWRBIO02,417,2038,0.0
Cuba,PWRBIO02,417,2039,0.0
Cuba,PWRBIO02,417,2040,0.0
Cuba,PWRBIO02,417,2041,0.0
Cuba,PWRBIO02,417,2042,0.0
Cuba,PWRBIO02,417,2043,0.0
Cuba,PWRBIO02,417,2044,0.0
Cuba,PWRBIO02,417,2045,0.0
Cuba,PWRBIO02,417,2046,0.0
Cuba,PWRBIO02,417,2047,0.0
Cuba,PWRBIO02,417,2048,0.0
Cuba,PWRBIO02,417,2049,0.0
Cuba,PWRBIO02,417,2050,0.0
Cuba,PWRBIO02,417,2051,0.0
Cuba,PWRBIO02,417,2052,0.0
Cuba,PWRBIO02,417,2053,0.0
Cuba,PWRBIO02,417,2054,0.0
Cuba,PWRBIO02,417,2055,0.0
Cuba,PWRBIO02,418,2019,0.0
Cuba,PWRBIO02,418,2020,0.0
Cuba,PWRBIO02,418,2021,0.0
Cuba,PWRBIO02,418,2022,0.0
Cuba,PWRBIO02,418,2023,0.0
Cuba,PWRBIO02,418,2024,0.0
Cuba,PWRBIO02,418,2025,0.0
Cuba,PWRBIO02,418,2026,0.0
Cuba,PWRBIO02,418,2027,0.0
Cuba,PWRBIO02,418,2028,0.0
Cuba,PWRBIO02,418,2029,0.0
Cuba,PWRBIO02,418,2030,0.0
Cuba,PWRBIO02,418,2031,0.0
Cuba,PWRBIO02,418,2032,0.0
Cuba,PWRBIO02,418,2033,0.0
Cuba,PWRBIO02,418,2034,0.0
Cuba,PWRBIO02,418,2035,0.0
Cuba,PWRBIO02,418,2036,0.0
Cuba,PWRBIO02,418,2037,0.0
Cuba,PWRBIO02,418,2038,0.0
Cuba,PWRBIO02,418,2039,0.0
Cuba,PWRBIO02,418,2040,0.0
Cuba,PWRBIO02,418,2041,0.0
Cuba,PWRBIO02,418,2042,0.0
Cuba,PWRBIO02,418,2043,0.0
Cuba,PWRBIO02,418,2044,0.0
Cuba,PWRBIO02,418,2045,0.0
Cuba,PWRBIO02,418,2046,0.0
Cuba,PWRBIO02,418,2047,0.0
Cuba,PWRBIO02,418,2048,0.0
Cuba,PWRBIO02,418,2049,0.0
Cuba,PWRBIO02,418,2050,0.0
Cuba,PWRBIO02,418,2051,0.0
Cuba,PWRBIO02,418,2052,0.0
Cuba,PWRBIO02,418,2053,0.0
Cuba,PWRBIO02,418,2054,0.0
Cuba,PWRBIO02,418,2055,0.0
Cuba,PWRBIO02,421,2019,0.0
Cuba,PWRBIO02,421,2020,0.0
Cuba,PWRBIO02,421,2021,0.0
Cuba,PWRBIO02,421,2022,0.0
Cuba,PWRBIO02,421,2023,0.0
Cuba,PWRBIO02,421,2024,0.0
Cuba,PWRBIO02,421,2025,0.0
Cuba,PWRBIO02,421,2026,0.0
Cuba,PWRBIO02,421,2027,0.0
Cuba,PWRBIO02,421,2028,0.0
Cuba,PWRBIO02,421,2029,0.0
Cuba,PWRBIO02,421,2030,0.0
Cuba,PWRBIO02,421,2031,0.0
Cuba,PWRBIO02,421,2032,0.0
Cuba,PWRBIO02,421,2033,0.0
Cuba,PWRBIO02,421,2034,0.0
Cuba,PWRBIO02,421,2035,0.0
Cuba,PWRBIO02,421,2036,0.0
Cuba,PWRBIO02,421,2037,0.0
Cuba,PWRBIO02,421,2038,0.0
Cuba,PWRBIO02,421,2039,0.0
Cuba,PWRBIO02,421,2040,0.0
Cuba,PWRBIO02,421,2041,0.0
Cuba,PWRBIO02,421,2042,0.0
Cuba,PWRBIO02,421,2043,0.0
Cuba,PWRBIO02,421,2044,0.0
Cuba,PWRBIO02,421,2045,0.0
Cuba,PWRBIO02,421,2046,0.0
Cuba,PWRBIO02,421,2047,0.0
Cuba,PWRBIO02,421,2048,0.0
Cuba,PWRBIO02,421,2049,0.0
Cuba,PWRBIO02,421,2050,0.0
Cuba,PWRBIO02,421,2051,0.0
Cuba,PWRBIO02,421,2052,0.0
Cuba,PWRBIO02,421,2053,0.0
Cuba,PWRBIO02,421,2054,0.0
Cuba,PWRBIO02,421,2055,0.0
Cuba,PWRBIO02,422,2019,0.0
Cuba,PWRBIO02,422,2020,0.0
Cuba,PWRBIO02,422,2021,0.0
Cuba,PWRBIO02,422,2022,0.0
Cuba,PWRBIO02,422,2023,0.0
Cuba,PWRBIO02,422,2024,0.0
Cuba,PWRBIO02,422,2025,0.0
Cuba,PWRBIO02,422,2026,0.0
Cuba,PWRBIO02,422,2027,0.0
Cuba,PWRBIO02,422,2028,0.0
Cuba,PWRBIO02,422,2029,0.0
Cuba,PWRBIO02,422,2030,0.0
Cuba,PWRBIO02,422,2031,0.0
Cuba,PWRBIO02,422,2032,0.0
Cuba,PWRBIO02,422,2033,0.0
Cuba,PWRBIO02,422,2034,0.0
Cuba,PWRBIO02,422,2035,0.0
Cuba,PWRBIO02,422,2036,0.0
Cuba,PWRBIO02,422,2037,0.0
Cuba,PWRBIO02,422,2038,0.0
Cuba,PWRBIO02,422,2039,0.0
Cuba,PWRBIO02,422,2040,0.0
Cuba,PWRBIO02,422,2041,0.0
Cuba,PWRBIO02,422,2042,0.0
Cuba,PWRBIO02,422,2043,0.0
Cuba,PWRBIO02,422,2044,0.0
Cuba,PWRBIO02,422,2045,0.0
Cuba,PWRBIO02,422,2046,0.0
Cuba,PWRBIO02,422,2047,0.0
Cuba,PWRBIO02,422,2048,0.0
Cuba,PWRBIO02,422,2049,0.0
Cuba,PWRBIO02,422,2050,0.0
Cuba,PWRBIO02,422,2051,0.0
Cuba,PWRBIO02,422,2052,0.0
Cuba,PWRBIO02,422,2053,0.0
Cuba,PWRBIO02,422,2054,0.0
Cuba,PWRBIO02,422,2055,0.0
Cuba,PWRBIO02,423,2019,0.0
Cuba,PWRBIO02,423,2020,0.0
Cuba,PWRBIO02,423,2021,0.0
Cuba,PWRBIO02,423,2022,0.0
Cuba,PWRBIO02,423,2023,0.0
Cuba,PWRBIO02,423,2024,0.0
Cuba,PWRBIO02,423,2025,0.0
Cuba,PWRBIO02,423,2026,0.0
Cuba,PWRBIO02,423,2027,0.0
Cuba,PWRBIO02,423,2028,0.0
Cuba,PWRBIO02,423,2029,0.0
Cuba,PWRBIO02,423,2030,0.0
Cuba,PWRBIO02,423,2031,0.0
Cuba,PWRBIO02,423,2032,0.0
Cuba,PWRBIO02,423,2033,0.0
Cuba,PWRBIO02,423,2034,0.0
Cuba,PWRBIO02,423,2035,0.0
Cuba,PWRBIO02,423,2036,0.0
Cuba,PWRBIO02,423,2037,0.0
Cuba,PWRBIO02,423,2038,0.0
Cuba,PWRBIO02,423,2039,0.0
Cuba,PWRBIO02,423,2040,0.0
Cuba,PWRBIO02,423,2041,0.0
Cuba,PWRBIO02,423,2042,0.0
Cuba,PWRBIO02,423,2043,0.0
Cuba,PWRBIO02,423,2044,0.0
Cuba,PWRBIO02,423,2045,0.0
Cuba,PWRBIO02,423,2046,0.0
Cuba,PWRBIO02,423,2047,0.0
Cuba,PWRBIO02,423,2048,0.0
Cuba,PWRBIO02,423,2049,0.0
Cuba,PWRBIO02,423,2050,0.0
Cuba,PWRBIO02,423,2051,0.0
Cuba,PWRBIO02,423,2052,0.0
Cuba,PWRBIO02,423,2053,0.0
Cuba,PWRBIO02,423,2054,0.0
Cuba,PWRBIO02,423,2055,0.0
Cuba,PWRBIO02,424,2019,0.0
Cuba,PWRBIO02,424,2020,0.0
Cuba,PWRBIO02,424,2021,0.0
Cuba,PWRBIO02,424,2022,0.0
Cuba,PWRBIO02,424,2023,0.0
Cuba,PWRBIO02,424,2024,0.0
Cuba,PWRBIO02,424,2025,0.0
Cuba,PWRBIO02,424,2026,0.0
Cuba,PWRBIO02,424,2027,0.0
Cuba,PWRBIO02,424,2028,0.0
Cuba,PWRBIO02,424,2029,0.0
Cuba,PWRBIO02,424,2030,0.0
Cuba,PWRBIO02,424,2031,0.0
Cuba,PWRBIO02,424,2032,0.0
Cuba,PWRBIO02,424,2033,0.0
Cuba,PWRBIO02,424,2034,0.0
Cuba,PWRBIO02,424,2035,0.0
Cuba,PWRBIO02,424,2036,0.0
Cuba,PWRBIO02,424,2037,0.0
Cuba,PWRBIO02,424,2038,0.0
Cuba,PWRBIO02,424,2039,0.0
Cuba,PWRBIO02,424,2040,0.0
Cuba,PWRBIO02,424,2041,0.0
Cuba,PWRBIO02,424,2042,0.0
Cuba,PWRBIO02,424,2043,0.0
Cuba,PWRBIO02,424,2044,0.0
Cuba,PWRBIO02,424,2045,0.0
Cuba,PWRBIO02,424,2046,0.0
Cuba,PWRBIO02,424,2047,0.0
Cuba,PWRBIO02,424,2048,0.0
Cuba,PWRBIO02,424,2049,0.0
Cuba,PWRBIO02,424,2050,0.0
Cuba,PWRBIO02,424,2051,0.0
Cuba,PWRBIO02,424,2052,0.0
Cuba,PWRBIO02,424,2053,0.0
Cuba,PWRBIO02,424,2054,0.0
Cuba,PWRBIO02,424,2055,0.0
Cuba,PWRBIO02,425,2019,0.0
Cuba,PWRBIO02,425,2020,0.0
Cuba,PWRBIO02,425,2021,0.0
Cuba,PWRBIO02,425,2022,0.0
Cuba,PWRBIO02,425,2023,0.0
Cuba,PWRBIO02,425,2024,0.0
Cuba,PWRBIO02,425,2025,0.0
Cuba,PWRBIO02,425,2026,0.0
Cuba,PWRBIO02,425,2027,0.0
Cuba,PWRBIO02,425,2028,0.0
Cuba,PWRBIO02,425,2029,0.0
Cuba,PWRBIO02,425,2030,0.0
Cuba,PWRBIO02,425,2031,0.0
Cuba,PWRBIO02,425,2032,0.0
Cuba,PWRBIO02,425,2033,0.0
Cuba,PWRBIO02,425,2034,0.0
Cuba,PWRBIO02,425,2035,0.0
Cuba,PWRBIO02,425,2036,0.0
Cuba,PWRBIO02,425,2037,0.0
Cuba,PWRBIO02,425,2038,0.0
Cuba,PWRBIO02,425,2039,0.0
Cuba,PWRBIO02,425,2040,0.0
Cuba,PWRBIO02,425,2041,0.0
Cuba,PWRBIO02,425,2042,0.0
Cuba,PWRBIO02,425,2043,0.0
Cuba,PWRBIO02,425,2044,0.0
Cuba,PWRBIO02,425,2045,0.0
Cuba,PWRBIO02,425,2046,0.0
Cuba,PWRBIO02,425,2047,0.0
Cuba,PWRBIO02,425,2048,0.0
Cuba,PWRBIO02,425,2049,0.0
Cuba,PWRBIO02,425,2050,0.0
Cuba,PWRBIO02,425,2051,0.0
Cuba,PWRBIO02,425,2052,0.0
Cuba,PWRBIO02,425,2053,0.0
Cuba,PWRBIO02,425,2054,0.0
Cuba,PWRBIO02,425,2055,0.0
Cuba,PWRBIO02,426,2019,0.0
Cuba,PWRBIO02,426,2020,0.0
Cuba,PWRBIO02,426,2021,0.0
Cuba,PWRBIO02,426,2022,0.0
Cuba,PWRBIO02,426,2023,0.0
Cuba,PWRBIO02,426,2024,0.0
Cuba,PWRBIO02,426,2025,0.0
Cuba,PWRBIO02,426,2026,0.0
Cuba,PWRBIO02,426,2027,0.0
Cuba,PWRBIO02,426,2028,0.0
Cuba,PWRBIO02,426,2029,0.0
Cuba,PWRBIO02,426,2030,0.0
Cuba,PWRBIO02,426,2031,0.0
Cuba,PWRBIO02,426,2032,0.0
Cuba,PWRBIO02,426,2033,0.0
Cuba,PWRBIO02,426,2034,0.0
Cuba,PWRBIO02,426,2035,0.0
Cuba,PWRBIO02,426,2036,0.0
Cuba,PWRBIO02,426,2037,0.0
Cuba,PWRBIO02,426,2038,0.0
Cuba,PWRBIO02,426,2039,0.0
Cuba,PWRBIO02,426,2040,0.0
Cuba,PWRBIO02,426,2041,0.0
Cuba,PWRBIO02,426,2042,0.0
Cuba,PWRBIO02,426,2043,0.0
Cuba,PWRBIO02,426,2044,0.0
Cuba,PWRBIO02,426,2045,0.0
Cuba,PWRBIO02,426,2046,0.0
Cuba,PWRBIO02,426,2047,0.0
Cuba,PWRBIO02,426,2048,0.0
Cuba,PWRBIO02,426,2049,0.0
Cuba,PWRBIO02,426,2050,0.0
Cuba,PWRBIO02,426,2051,0.0
Cuba,PWRBIO02,426,2052,0.0
Cuba,PWRBIO02,426,2053,0.0
Cuba,PWRBIO02,426,2054,0.0
Cuba,PWRBIO02,426,2055,0.0
Cuba,PWRBIO02,427,2019,0.0
Cuba,PWRBIO02,427,2020,0.0
Cuba,PWRBIO02,427,2021,0.0
Cuba,PWRBIO02,427,2022,0.0
Cuba,PWRBIO02,427,2023,0.0
Cuba,PWRBIO02,427,2024,0.0
Cuba,PWRBIO02,427,2025,0.0
Cuba,PWRBIO02,427,2026,0.0
Cuba,PWRBIO02,427,2027,0.0
Cuba,PWRBIO02,427,2028,0.0
Cuba,PWRBIO02,427,2029,0.0
Cuba,PWRBIO02,427,2030,0.0
Cuba,PWRBIO02,427,2031,0.0
Cuba,PWRBIO02,427,2032,0.0
Cuba,PWRBIO02,427,2033,0.0
Cuba,PWRBIO02,427,2034,0.0
Cuba,PWRBIO02,427,2035,0.0
Cuba,PWRBIO02,427,2036,0.0
Cuba,PWRBIO02,427,2037,0.0
Cuba,PWRBIO02,427,2038,0.0
Cuba,PWRBIO02,427,2039,0.0
Cuba,PWRBIO02,427,2040,0.0
Cuba,PWRBIO02,427,2041,0.0
Cuba,PWRBIO02,427,2042,0.0
Cuba,PWRBIO02,427,2043,0.0
Cuba,PWRBIO02,427,2044,0.0
Cuba,PWRBIO02,427,2045,0.0
Cuba,PWRBIO02,427,2046,0.0
Cuba,PWRBIO02,427,2047,0.0
Cuba,PWRBIO02,427,2048,0.0
Cuba,PWRBIO02,427,2049,0.0
Cuba,PWRBIO02,427,2050,0.0
Cuba,PWRBIO02,427,2051,0.0
Cuba,PWRBIO02,427,2052,0.0
Cuba,PWRBIO02,427,2053,0.0
Cuba,PWRBIO02,427,2054,0.0
Cuba,PWRBIO02,427,2055,0.0
Cuba,PWRBIO02,428,2019,0.0
Cuba,PWRBIO02,428,2020,0.0
Cuba,PWRBIO02,428,2021,0.0
Cuba,PWRBIO02,428,2022,0.0
Cuba,PWRBIO02,428,2023,0.0
Cuba,PWRBIO02,428,2024,0.0
Cuba,PWRBIO02,428,2025,0.0
Cuba,PWRBIO02,428,2026,0.0
Cuba,PWRBIO02,428,2027,0.0
Cuba,PWRBIO02,428,2028,0.0
Cuba,PWRBIO02,428,2029,0.0
Cuba,PWRBIO02,428,2030,0.0
Cuba,PWRBIO02,428,2031,0.0
Cuba,PWRBIO02,428,2032,0.0
Cuba,PWRBIO02,428,2033,0.0
Cuba,PWRBIO02,428,2034,0.0
Cuba,PWRBIO02,428,2035,0.0
Cuba,PWRBIO02,428,2036,0.0
Cuba,PWRBIO02,428,2037,0.0
Cuba,PWRBIO02,428,2038,0.0
Cuba,PWRBIO02,428,2039,0.0
Cuba,PWRBIO02,428,2040,0.0
Cuba,PWRBIO02,428,2041,0.0
Cuba,PWRBIO02,428,2042,0.0
Cuba,PWRBIO02,428,2043,0.0
Cuba,PWRBIO02,428,2044,0.0
Cuba,PWRBIO02,428,2045,0.0
Cuba,PWRBIO02,428,2046,0.0
Cuba,PWRBIO02,428,2047,0.0
Cuba,PWRBIO02,428,2048,0.0
Cuba,PWRBIO02,428,2049,0.0
Cuba,PWRBIO02,428,2050,0.0
Cuba,PWRBIO02,428,2051,0.0
Cuba,PWRBIO02,428,2052,0.0
Cuba,PWRBIO02,428,2053,0.0
Cuba,PWRBIO02,428,2054,0.0
Cuba,PWRBIO02,428,2055,0.0
Cuba,PWRWND001,111,2019,0.444
Cuba,PWRWND001,111,2020,0.444
Cuba,PWRWND001,111,2021,0.444
Cuba,PWRWND001,111,2022,0.444
Cuba,PWRWND001,111,2023,0.444
Cuba,PWRWND001,111,2024,0.444
Cuba,PWRWND001,111,2025,0.444
Cuba,PWRWND001,111,2026,0.444
Cuba,PWRWND001,111,2027,0.444
Cuba,PWRWND001,111,2028,0.444
Cuba,PWRWND001,111,2029,0.444
Cuba,PWRWND001,111,2030,0.444
Cuba,PWRWND001,111,2031,0.444
Cuba,PWRWND001,111,2032,0.444
Cuba,PWRWND001,111,2033,0.444
Cuba,PWRWND001,111,2034,0.444
Cuba,PWRWND001,111,2035,0.444
Cuba,PWRWND001,111,2036,0.444
Cuba,PWRWND001,111,2037,0.444
Cuba,PWRWND001,111,2038,0.444
Cuba,PWRWND001,111,2039,0.444
Cuba,PWRWND001,111,2040,0.444
Cuba,PWRWND001,111,2041,0.444
Cuba,PWRWND001,111,2042,0.444
Cuba,PWRWND001,111,2043,0.444
Cuba,PWRWND001,111,2044,0.444
Cuba,PWRWND001,111,2045,0.444
Cuba,PWRWND001,111,2046,0.444
Cuba,PWRWND001,111,2047,0.444
Cuba,PWRWND001,111,2048,0.444
Cuba,PWRWND001,111,2049,0.444
Cuba,PWRWND001,111,2050,0.444
Cuba,PWRWND001,111,2051,0.444
Cuba,PWRWND001,111,2052,0.444
Cuba,PWRWND001,111,2053,0.444
Cuba,PWRWND001,111,2054,0.444
Cuba,PWRWND001,111,2055,0.444
Cuba,PWRWND001,112,2019,0.41
Cuba,PWRWND001,112,2020,0.41
Cuba,PWRWND001,112,2021,0.41
Cuba,PWRWND001,112,2022,0.41
Cuba,PWRWND001,112,2023,0.41
Cuba,PWRWND001,112,2024,0.41
Cuba,PWRWND001,112,2025,0.41
Cuba,PWRWND001,112,2026,0.41
Cuba,PWRWND001,112,2027,0.41
Cuba,PWRWND001,112,2028,0.41
Cuba,PWRWND001,112,2029,0.41
Cuba,PWRWND001,112,2030,0.41
Cuba,PWRWND001,112,2031,0.41
Cuba,PWRWND001,112,2032,0.41
Cuba,PWRWND001,112,2033,0.41
Cuba,PWRWND001,112,2034,0.41
Cuba,PWRWND001,112,2035,0.41
Cuba,PWRWND001,112,2036,0.41
Cuba,PWRWND001,112,2037,0.41
Cuba,PWRWND001,112,2038,0.41
Cuba,PWRWND001,112,2039,0.41
Cuba,PWRWND001,112,2040,0.41
Cuba,PWRWND001,112,2041,0.41
Cuba,PWRWND001,112,2042,0.41
Cuba,PWRWND001,112,2043,0.41
Cuba,PWRWND001,112,2044,0.41
Cuba,PWRWND001,112,2045,0.41
Cuba,PWRWND001,112,2046,0.41
Cuba,PWRWND001,112,2047,0.41
Cuba,PWRWND001,112,2048,0.41
Cuba,PWRWND001,112,2049,0.41
Cuba,PWRWND001,112,2050,0.41
Cuba,PWRWND001,112,2051,0.41
Cuba,PWRWND001,112,2052,0.41
Cuba,PWRWND001,112,2053,0.41
Cuba,PWRWND001,112,2054,0.41
Cuba,PWRWND001,112,2055,0.41
Cuba,PWRWND001,113,2019,0.409
Cuba,PWRWND001,113,2020,0.409
Cuba,PWRWND001,113,2021,0.409
Cuba,PWRWND001,113,2022,0.409
Cuba,PWRWND001,113,2023,0.409
Cuba,PWRWND001,113,2024,0.409
Cuba,PWRWND001,113,2025,0.409
Cuba,PWRWND001,113,2026,0.409
Cuba,PWRWND001,113,2027,0.409
Cuba,PWRWND001,113,2028,0.409
Cuba,PWRWND001,113,2029,0.409
Cuba,PWRWND001,113,2030,0.409
Cuba,PWRWND001,113,2031,0.409
Cuba,PWRWND001,113,2032,0.409
Cuba,PWRWND001,113,2033,0.409
Cuba,PWRWND001,113,2034,0.409
